Date,Open,High,Low,AdjClose,Volume
5/5/2023,27.81,28.7389,27.7155,28.6639,361695583
5/8/2023,28.5062,29.2037,28.3343,29.1347,345171197
5/9/2023,28.8828,28.9568,28.4343,28.5551,315044973
5/10/2023,28.9888,29.0967,28.4455,28.8688,369555862
5/11/2023,28.8798,28.9338,28.2304,28.5621,322328601
5/12/2023,28.5131,28.7638,28.0304,28.3243,274375106
5/15/2023,28.4927,28.9528,28.1364,28.9368,294089709
5/16/2023,28.8248,29.8532,28.8158,29.1967,449655446
5/17/2023,29.5676,30.1821,29.4137,30.1611,432776512
5/18/2023,30.3931,31.8103,30.3031,31.6603,749142362
5/19/2023,31.5183,31.5623,30.8989,31.2465,474171814
5/22/2023,30.884,31.5023,30.663,31.1586,372207029
5/23/2023,30.9827,31.2705,30.614,30.671,356451841
5/24/2023,30.1931,30.59,29.7894,30.521,721820641
5/25/2023,38.5014,39.4579,36.6147,37.959,1544771272
5/26/2023,37.869,39.1483,37.529,38.9244,714794977
5/30/2023,40.5724,41.9146,39.9267,40.0886,923915819
5/31/2023,39.4659,40.2726,37.801,37.813,1003139055
6/1/2023,38.4674,40.0277,38.3186,39.7478,636227396
6/2/2023,40.0747,40.4774,39.0364,39.3051,483000292
6/5/2023,38.8874,39.5429,38.6854,39.1493,396314599
6/6/2023,38.8084,39.1383,38.1268,38.6324,388945824
6/7/2023,38.8974,39.481,37.3389,37.4579,512230274
6/8/2023,37.7069,38.8464,37.4879,38.4924,417962017
6/9/2023,39.0194,39.6929,38.5494,38.7524,427911601
6/12/2023,39.1823,39.512,38.6004,39.464,389850214
6/13/2023,40.1678,41.0824,39.7219,41.0034,613486481
6/14/2023,40.8054,42.9805,40.5336,42.9775,740801100
6/15/2023,42.5828,43.2693,42.1278,42.6338,568880124
6/16/2023,43.4303,43.7012,42.6413,42.6726,656007021
6/20/2023,42.9785,43.97,42.6547,43.7881,451357878
6/21/2023,43.4813,43.5953,42.0608,43.0255,551853270
6/22/2023,42.2338,43.4058,42.2148,43.0055,417927031
6/23/2023,42.4448,42.7896,41.9959,42.1898,358302391
6/26/2023,42.4228,42.7446,40.0818,40.6136,594591669
6/27/2023,40.7805,41.9209,40.4296,41.8569,462384470
6/28/2023,40.6415,41.826,40.4996,41.0984,582903716
6/29/2023,41.5391,41.581,40.5816,40.8034,380687006
6/30/2023,41.661,42.5308,41.4823,42.2828,501375209
7/3/2023,42.4978,42.8785,42.1828,42.3938,198299152
7/5/2023,42.1158,43.1574,42.0658,42.2978,323764442
7/6/2023,41.825,42.1598,41.3274,42.0838,304276831
7/7/2023,42.3028,43.1944,42.1608,42.4838,356042996
7/10/2023,42.6378,42.7916,41.63,42.1608,354068740
7/11/2023,42.4618,42.7386,42.0478,42.3858,298379426
7/12/2023,43.0135,43.915,42.7579,43.882,481495460
7/13/2023,44.4977,46.134,44.4717,45.9561,478420735
7/14/2023,46.5617,48.0662,45.0395,45.4485,772425757
7/17/2023,46.2679,46.4749,45.2419,46.4399,510719919
7/18/2023,46.6799,47.8743,45.7133,47.4724,570449216
7/19/2023,47.4424,47.7964,46.7208,47.0557,427695823
7/20/2023,46.4859,47.0657,45.0415,45.4994,538108634
7/21/2023,45.7672,45.8451,44.08,44.2888,964206063
7/24/2023,44.7107,45.0885,44.02,44.5917,383273620
7/25/2023,44.9207,46.1615,44.9027,45.6584,348238896
7/26/2023,46.0001,46.0321,44.6097,45.4315,364402579
7/27/2023,46.4979,47.3734,45.7292,45.8791,456182477
7/28/2023,46.6469,47.0057,46.3599,46.7288,331344561
7/31/2023,46.7328,47.1087,46.4849,46.7078,251169228
8/1/2023,46.4384,46.8787,46.0061,46.4859,239384572
8/2/2023,45.8101,45.8191,43.3673,44.249,530382189
8/3/2023,43.7802,45.0975,43.7802,44.4947,325224144
8/4/2023,44.9646,45.6214,44.3728,44.6597,362830786
8/7/2023,45.0905,45.5194,44.5432,45.396,322299758
8/8/2023,44.8327,45.2215,44.036,44.6437,354004031
8/9/2023,44.254,44.2918,42.1148,42.5348,586715246
8/10/2023,42.1408,43.5543,41.816,42.3688,492928927
8/11/2023,41.732,41.9989,40.6206,40.8364,533327215
8/14/2023,40.4676,43.7802,40.2928,43.7332,690599135
8/15/2023,44.5397,45.2475,43.6902,43.92,676818563
8/16/2023,44.4997,44.6547,43.3863,43.4663,527690078
8/17/2023,43.95,44.042,42.9815,43.3238,452600151
8/18/2023,42.6158,43.5583,41.641,43.2793,584032829
8/21/2023,44.4737,47.0437,44.202,46.9457,692887713
8/22/2023,48.1131,48.1651,45.3126,45.6474,757550589
8/23/2023,45.8451,47.1786,45.1875,47.0947,779399671
8/24/2023,50.1932,50.2432,47.1377,47.1417,1156568792
8/25/2023,46.9907,47.7834,45.0035,45.9971,925760511
8/28/2023,46.4609,46.9587,44.8677,46.8138,685503223
8/29/2023,46.6449,49.0588,46.3699,48.7618,701715338
8/30/2023,49.0218,49.9044,48.403,49.2417,735539673
8/31/2023,49.3576,49.7214,48.9358,49.3326,528809675
9/1/2023,49.7394,49.7774,48.1197,48.487,464040822
9/5/2023,48.2011,48.8286,47.8384,48.5259,382826257
9/6/2023,48.423,48.5309,46.5627,47.0436,468843656
9/7/2023,45.5082,46.3267,45.1352,46.2237,433490849
9/8/2023,45.9249,46.5887,45.2542,45.5552,474075968
9/11/2023,46.1308,46.1458,44.2955,45.1612,474141603
9/12/2023,44.7214,45.6562,44.5144,44.8534,349386070
9/13/2023,44.5834,45.9129,44.4864,45.4682,398503318
9/14/2023,45.9329,45.9698,45.1142,45.5642,370234671
9/15/2023,45.3242,45.5822,43.7917,43.8836,507018770
9/18/2023,42.7321,44.2256,41.9844,43.9496,500456614
9/19/2023,43.8167,43.9496,42.986,43.5039,373202813
9/20/2023,43.5839,43.8866,42.2073,42.2233,367244051
9/21/2023,41.5674,42.0843,40.9648,41.0018,450903384
9/22/2023,41.5564,42.0993,41.2158,41.5944,479414321
9/25/2023,41.5754,42.5203,41.1618,42.2063,419246630
9/26/2023,41.9854,42.8041,41.6394,41.8954,402431516
9/27/2023,42.3143,42.856,41.6135,42.4523,445100470
9/28/2023,42.4443,43.4302,42.0993,43.073,424820529
9/29/2023,43.8107,44.1276,43.2908,43.4829,397977702
10/2/2023,44.0136,45.1582,43.8446,44.7654,433459157
10/3/2023,44.7914,45.1132,43.2299,43.5009,471024435
10/4/2023,43.7258,44.1266,43.2759,44.0246,361955257
10/5/2023,44.0336,44.8834,43.8716,44.6714,393629248
10/6/2023,44.1766,45.772,44.0096,45.745,434597390
10/9/2023,44.8254,45.5882,44.3515,45.2562,409826892
10/10/2023,45.2932,46.2417,45.0712,45.781,368718988
10/11/2023,46.1787,46.8417,46.0329,46.7887,378277348
10/12/2023,46.7597,47.5913,46.3127,46.9276,481503786
10/13/2023,46.9426,47.0986,45.2632,45.4442,475602585
10/16/2023,45.0462,46.2077,44.8954,46.0778,375238569
10/17/2023,43.9836,44.7374,42.4643,43.9216,812634408
10/18/2023,42.5753,43.203,41.8094,42.1803,627527346
10/19/2023,42.7951,43.2809,41.8664,42.0853,501419261
10/20/2023,41.8744,42.4543,41.0628,41.3717,477443329
10/23/2023,41.2138,43.2319,40.9298,42.959,478708238
10/24/2023,43.061,43.6808,42.6751,43.6469,401612492
10/25/2023,43.3819,43.6339,41.5395,41.7634,398527196
10/26/2023,41.8374,42.2398,39.8654,40.3111,541202273
10/27/2023,41.1148,41.1908,40.0001,40.4849,416939223
10/30/2023,41.0718,41.7504,40.4659,41.1458,388172272
10/31/2023,40.4349,40.8638,39.2155,40.7649,518161098
